ejercicio_presupuestario,trimestre,finalidad_id,finalidad_desc,funcion_id,funcion_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_inicial_ajustada,programacion_anual_vig_trim4,programacion_trim4,programacion_acumulada_trim4,ejecutado_vigente_trim4,ejecutado_acumulado_trim4,porc_desvio_acum_trim4,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,ultima_actualizacion_fecha
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Meta,139,Composición e Impresión de Papelería y Publicaciones Parlamentarias,70,Página,Suma: el total es la suma de las cantidades,35000000,35000000,35000000,11000000,35000000,5747919,37625736,"7,50",Otras causas,Otras causas,TRABAJOS EN PROCESO DE COMPOSICION.,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,100,Investigaciones,146,Investigación Realizada,Suma: el total es la suma de las cantidades,150,150,150,40,150,40,150,"0,00",-,-,-,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,722,Atención al Público,251,Persona Atendida,Suma: el total es la suma de las cantidades,160000,160000,160000,40000,160000,48681,187246,"17,03",Otras Causas,Otras Causas,Incremento de tarifas de Servicios Públicos.,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1269,Recepción de  Quejas Promovidas por los Ciudadanos,30,Caso,Suma: el total es la suma de las cantidades,8000,8000,8000,2000,8000,1956,10149,"26,86",Otras Causas,Otras Causas,Incremento de tarifas de servicios públicos.,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Indicador,70,Asistencia a Actividades de Promoción del Derecho a la Comunicación y a la Información,1436,Asistente por Actividad (Promedio),Suma: el total es la suma de las cantidades,,,,,,,,"0,00",-,-,-,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2852,Recepción de Presentaciones Promovidas por los Ciudadanos,607,Presentación,Suma: el total es la suma de las cantidades,2981,2981,2981,727,2981,524,3588,"20,36",Otras causas,Otras causas,Esta meta identifica las presentaciones que realizan las audiencias ante este Organismo. Es una  meta muy variable y depende de factores externos.,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2853,Capacitación en la Temática de Derecho Humano a la Comunicación y el Acceso a la Información,1307,Persona Capacitada,Suma: el total es la suma de las cantidades,24000,24000,24000,3000,24000,8671,23811,"-0,79",Otras causas,Otras causas,Hubo un corrimiento de la actividades hacia el cuarto trimestre,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2854,Participación en Audiencias Públicas,583,Participante,Suma: el total es la suma de las cantidades,1200,1200,1200,0,1200,150,1161,"-3,25",Otras causas,Otras causas,Menor participantes de los previstos,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2855,Otorgamiento de Becas de Investigación y Capacitación,1028,Becario,Suma: el total es la suma de las cantidades,150,150,150,50,150,0,92,"-38,67",Otras causas,Otras causas,Se ajustaron los criterios del otorgamiento de becas a fin de optimizar su uso estableciendo nuevos requisitos para los beneficiarios y tender a la terminalidad de los cursos,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Indicador,39,Proporción de Torturas y Malos Tratos en el Total de Casos Investigados,1187,Porcentaje,Suma: el total es la suma de las cantidades,"3,37","3,37","3,37",,,,,"0,00",-,-,-,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Indicador,40,Proporción de Expedientes Iniciados por Torturas y Malos Tratos que llegan a Instancias de Denuncia Penal,1187,Porcentaje,Suma: el total es la suma de las cantidades,"30,06","30,06","30,06",,,,,"0,00",-,-,-,Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Meta,1882,Atención de Internos Damnificados,1354,Caso Gestionado,Suma: el total es la suma de las cantidades,38400,38400,38400,8832,38400,8716,41039,"6,87",Otras Causas,Otras Causas,"Se ha mantenido debajo del 10% a lo largo del año.  No es significativo, pero afortunadamente hemos superado la meta.",Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Meta,1900,Inspección de Centros de Detención,24,Inspección,Suma: el total es la suma de las cantidades,258,258,258,57,258,79,245,"-5,04",Otras Causas,Otras Causas,"El desvío acumulado de -5,04% quizás se deba a la falta de informacion de la Delegación Comahue en el 3ª trimestre y a la merma en la actividad de la Delegación Viedma por las tareas de refacción.  De todos modos y considerando los desvíos de trimestres anteriores, un desvío de esta magnitud es bastante satisfactorio.",Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Meta,1900,Inspección de Centros de Detención,380,Visita,Suma: el total es la suma de las cantidades,2950,2950,2950,649,2950,646,2807,"-4,85",Otras Causas,Otras Causas,"El acumulado es un poco menor a los trimestres 2º y 3º, nuevamente, la menor actividad de la Delegación Viedma (constante en el año) y la falta de información de la Delegación Comahue para el 3º trimestre han ocasionado esta acumulación.  De todos modos, no es demasiado significativo.",Última actualización del ejercicio 2016: 10 Julio 2017.
2016,4,1,ADMINISTRACION GUBERNAMENTAL,2,Judicial,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,340,Procuración Penitenciaria,26,Proteccion de los Derechos del Interno Penitenciario,0,Proteccion de los Derechos del Interno Penitenciario,Meta,2041,Atención Médica a Internos,939,Interno Atendido,Suma: el total es la suma de las cantidades,4629,4629,4629,926,4629,1072,4295,"-7,22",Otras Causas,Otras Causas,"Contrariamente a lo esperado para el 4º trimestre, no alcanzamos la meta (-7,22% acumulado), aunque es bastante menor a lo que se venía acumulando trimestre a trimestre.  La explicación es la misma que para los desvíos en las otras UM.",Última actualización del ejercicio 2016: 10 Julio 2017.
