Año,Trimestre,Mes,Mes_ord,Distrito,Organismo,Tipo,Cantidad
2023,4,Noviembre,11,Orán,Comisarías,Familiar,5
2023,4,Noviembre,11,Orán,Comisarías,Género,170
2023,4,Noviembre,11,Orán,Comisarías,No penal,78
2023,4,Noviembre,11,Orán,Fiscalías,Familiar,0
2023,4,Noviembre,11,Orán,Fiscalías,Género,2
2023,4,Noviembre,11,Orán,Fiscalías,No penal,0
2023,4,Noviembre,11,Orán,OVFG,Familiar,0
2023,4,Noviembre,11,Orán,OVFG,Género,39
2023,4,Noviembre,11,Orán,OVFG,No penal,9
2023,4,Noviembre,11,Metán,Comisarías,Familiar,0
2023,4,Noviembre,11,Metán,Comisarías,Género,194
2023,4,Noviembre,11,Metán,Comisarías,No penal,56
2023,4,Noviembre,11,Metán,Fiscalías,Familiar,0
2023,4,Noviembre,11,Metán,Fiscalías,Género,2
2023,4,Noviembre,11,Metán,Fiscalías,No penal,0
2023,4,Noviembre,11,Metán,OVFG,Familiar,0
2023,4,Noviembre,11,Metán,OVFG,Género,6
2023,4,Noviembre,11,Metán,OVFG,No penal,18
2023,4,Noviembre,11,Anta,Comisarías,Familiar,0
2023,4,Noviembre,11,Anta,Comisarías,Género,17
2023,4,Noviembre,11,Anta,Comisarías,No penal,15
2023,4,Noviembre,11,Anta,Fiscalías,Familiar,0
2023,4,Noviembre,11,Anta,Fiscalías,Género,2
2023,4,Noviembre,11,Anta,Fiscalías,No penal,0
2023,4,Noviembre,11,Anta,OVFG,Familiar,0
2023,4,Noviembre,11,Anta,OVFG,Género,0
2023,4,Noviembre,11,Anta,OVFG,No penal,14
2023,4,Noviembre,11,Tartagal,Comisarías,Familiar,3
2023,4,Noviembre,11,Tartagal,Comisarías,Género,267
2023,4,Noviembre,11,Tartagal,Comisarías,No penal,187
2023,4,Noviembre,11,Tartagal,Fiscalías,Familiar,0
2023,4,Noviembre,11,Tartagal,Fiscalías,Género,2
2023,4,Noviembre,11,Tartagal,Fiscalías,No penal,0
2023,4,Noviembre,11,Tartagal,OVFG,Familiar,0
2023,4,Noviembre,11,Tartagal,OVFG,Género,8
2023,4,Noviembre,11,Tartagal,OVFG,No penal,13
