Año,Mes,Mes_num,Fecha,Accion,Tipo,Cantidad
2021,Octubre,10,1/10/2021,Intervenciones,Abuso sexual,47
2021,Octubre,10,1/10/2021,Intervenciones,Violencia de género,2844
2021,Octubre,10,1/10/2021,Intervenciones,Violencia familiar en curso,3216
2021,Octubre,10,1/10/2021,Intervenciones,Violencia familiar histórica,45
2021,Octubre,10,1/10/2021,Intervenciones SAMEC,Abuso sexual,21
2021,Octubre,10,1/10/2021,Intervenciones SAMEC,Violencia de género,963
2021,Octubre,10,1/10/2021,Intervenciones SAMEC,Violencia familiar en curso,516
2021,Octubre,10,1/10/2021,Intervenciones SAMEC,Violencia familiar histórica,1
2021,Octubre,10,1/10/2021,Llamadas,Abuso sexual,82
2021,Octubre,10,1/10/2021,Llamadas,Violencia de género,4792
2021,Octubre,10,1/10/2021,Llamadas,Violencia familiar en curso,4743
2021,Octubre,10,1/10/2021,Llamadas,Violencia familiar histórica,49
2021,Septiembre,9,1/9/2021,Intervenciones,Abuso sexual,38
2021,Septiembre,9,1/9/2021,Intervenciones,Violencia de género,2263
2021,Septiembre,9,1/9/2021,Intervenciones,Violencia familiar en curso,3034
2021,Septiembre,9,1/9/2021,Intervenciones,Violencia familiar histórica,39
2021,Septiembre,9,1/9/2021,Intervenciones SAMEC,Abuso sexual,8
2021,Septiembre,9,1/9/2021,Intervenciones SAMEC,Violencia de género,731
2021,Septiembre,9,1/9/2021,Intervenciones SAMEC,Violencia familiar en curso,514
2021,Septiembre,9,1/9/2021,Intervenciones SAMEC,Violencia familiar histórica,3
2021,Septiembre,9,1/9/2021,Llamadas,Abuso sexual,64
2021,Septiembre,9,1/9/2021,Llamadas,Violencia de género,3713
2021,Septiembre,9,1/9/2021,Llamadas,Violencia familiar en curso,4413
2021,Septiembre,9,1/9/2021,Llamadas,Violencia familiar histórica,45
2023,Abril,4,1/4/2023,Intervenciones,Abuso sexual,59
2023,Abril,4,1/4/2023,Intervenciones,Violencia de género,2269
2023,Abril,4,1/4/2023,Intervenciones,Violencia familiar en curso,2421
2023,Abril,4,1/4/2023,Intervenciones,Violencia familiar histórica,11
2023,Abril,4,1/4/2023,Intervenciones SAMEC,Abuso sexual,15
2023,Abril,4,1/4/2023,Intervenciones SAMEC,Violencia de género,967
2023,Abril,4,1/4/2023,Intervenciones SAMEC,Violencia familiar en curso,535
2023,Abril,4,1/4/2023,Llamadas,Abuso sexual,74
2023,Abril,4,1/4/2023,Llamadas,Violencia de género,3236
2023,Abril,4,1/4/2023,Llamadas,Violencia familiar en curso,2956
2023,Abril,4,1/4/2023,Llamadas,Violencia familiar histórica,11
2023,Enero,1,1/1/2023,Intervenciones,Abuso sexual,44
2023,Enero,1,1/1/2023,Intervenciones,Violencia de género,2925
2023,Enero,1,1/1/2023,Intervenciones,Violencia familiar en curso,3263
2023,Enero,1,1/1/2023,Intervenciones,Violencia familiar histórica,26
2023,Enero,1,1/1/2023,Intervenciones SAMEC,Abuso sexual,21
2023,Enero,1,1/1/2023,Intervenciones SAMEC,Violencia de género,1196
2023,Enero,1,1/1/2023,Intervenciones SAMEC,Violencia familiar en curso,632
2023,Enero,1,1/1/2023,Llamadas,Abuso sexual,65
2023,Enero,1,1/1/2023,Llamadas,Violencia de género,4121
2023,Enero,1,1/1/2023,Llamadas,Violencia familiar en curso,3895
2023,Enero,1,1/1/2023,Llamadas,Violencia familiar histórica,26
2023,Febrero,2,1/2/2023,Intervenciones,Abuso sexual,51
2023,Febrero,2,1/2/2023,Intervenciones,Violencia de género,2566
2023,Febrero,2,1/2/2023,Intervenciones,Violencia familiar en curso,2420
2023,Febrero,2,1/2/2023,Intervenciones,Violencia familiar histórica,17
2023,Febrero,2,1/2/2023,Intervenciones SAMEC,Abuso sexual,25
2023,Febrero,2,1/2/2023,Intervenciones SAMEC,Violencia de género,1054
2023,Febrero,2,1/2/2023,Intervenciones SAMEC,Violencia familiar en curso,481
2023,Febrero,2,1/2/2023,Intervenciones SAMEC,Violencia familiar histórica,1
2023,Febrero,2,1/2/2023,Llamadas,Abuso sexual,76
2023,Febrero,2,1/2/2023,Llamadas,Violencia de género,3620
2023,Febrero,2,1/2/2023,Llamadas,Violencia familiar en curso,2901
2023,Febrero,2,1/2/2023,Llamadas,Violencia familiar histórica,18
2023,Junio,6,1/6/2023,Intervenciones,Abuso sexual,34
2023,Junio,6,1/6/2023,Intervenciones,Violencia de género,2117
2023,Junio,6,1/6/2023,Intervenciones,Violencia familiar en curso,2250
2023,Junio,6,1/6/2023,Intervenciones,Violencia familiar histórica,25
2023,Junio,6,1/6/2023,Intervenciones SAMEC,Abuso sexual,15
2023,Junio,6,1/6/2023,Intervenciones SAMEC,Violencia de género,998
2023,Junio,6,1/6/2023,Intervenciones SAMEC,Violencia familiar en curso,483
2023,Junio,6,1/6/2023,Llamadas,Abuso sexual,49
2023,Junio,6,1/6/2023,Llamadas,Violencia de género,3115
2023,Junio,6,1/6/2023,Llamadas,Violencia familiar en curso,2733
2023,Junio,6,1/6/2023,Llamadas,Violencia familiar histórica,25
2023,Marzo,3,1/3/2023,Intervenciones,Abuso sexual,80
2023,Marzo,3,1/3/2023,Intervenciones,Violencia de género,2766
2023,Marzo,3,1/3/2023,Intervenciones,Violencia familiar en curso,2906
2023,Marzo,3,1/3/2023,Intervenciones,Violencia familiar histórica,14
2023,Marzo,3,1/3/2023,Intervenciones SAMEC,Abuso sexual,33
2023,Marzo,3,1/3/2023,Intervenciones SAMEC,Violencia de género,1147
2023,Marzo,3,1/3/2023,Intervenciones SAMEC,Violencia familiar en curso,610
2023,Marzo,3,1/3/2023,Llamadas,Abuso sexual,113
2023,Marzo,3,1/3/2023,Llamadas,Violencia de género,3913
2023,Marzo,3,1/3/2023,Llamadas,Violencia familiar en curso,3516
2023,Marzo,3,1/3/2023,Llamadas,Violencia familiar histórica,14
2023,Mayo,5,1/5/2023,Intervenciones,Abuso sexual,72
2023,Mayo,5,1/5/2023,Intervenciones,Violencia de género,2417
2023,Mayo,5,1/5/2023,Intervenciones,Violencia familiar en curso,2551
2023,Mayo,5,1/5/2023,Intervenciones,Violencia familiar histórica,22
2023,Mayo,5,1/5/2023,Intervenciones SAMEC,Abuso sexual,20
2023,Mayo,5,1/5/2023,Intervenciones SAMEC,Violencia de género,1029
2023,Mayo,5,1/5/2023,Intervenciones SAMEC,Violencia familiar en curso,529
2023,Mayo,5,1/5/2023,Llamadas,Abuso sexual,92
2023,Mayo,5,1/5/2023,Llamadas,Violencia de género,3446
2023,Mayo,5,1/5/2023,Llamadas,Violencia familiar en curso,3080
2023,Mayo,5,1/5/2023,Llamadas,Violencia familiar histórica,22
2024,Abril,4,1/4/2024,Intervenciones SAMEC,Abuso sexual,24
2024,Abril,4,1/4/2024,Intervenciones SAMEC,Violencia de género,1087
2024,Abril,4,1/4/2024,Intervenciones SAMEC,Violencia familiar en curso,728
2024,Abril,4,1/4/2024,Intervenciones SAMEC,Violencia familiar histórica,5
2024,Enero,1,1/1/2024,Intervenciones SAMEC,Abuso sexual,36
2024,Enero,1,1/1/2024,Intervenciones SAMEC,Violencia de género,1250
2024,Enero,1,1/1/2024,Intervenciones SAMEC,Violencia familiar en curso,805
2024,Enero,1,1/1/2024,Intervenciones SAMEC,Violencia familiar histórica,5
2024,Febrero,2,1/2/2024,Intervenciones SAMEC,Abuso sexual,36
2024,Febrero,2,1/2/2024,Intervenciones SAMEC,Violencia de género,1325
2024,Febrero,2,1/2/2024,Intervenciones SAMEC,Violencia familiar en curso,785
2024,Febrero,2,1/2/2024,Intervenciones SAMEC,Violencia familiar histórica,3
2024,Junio,6,1/6/2024,Intervenciones SAMEC,Abuso sexual,18
2024,Junio,6,1/6/2024,Intervenciones SAMEC,Violencia de género,1038
2024,Junio,6,1/6/2024,Intervenciones SAMEC,Violencia familiar en curso,788
2024,Junio,6,1/6/2024,Intervenciones SAMEC,Violencia familiar histórica,4
2024,Marzo,3,1/3/2024,Intervenciones SAMEC,Abuso sexual,31
2024,Marzo,3,1/3/2024,Intervenciones SAMEC,Violencia de género,1462
2024,Marzo,3,1/3/2024,Intervenciones SAMEC,Violencia familiar en curso,932
2024,Marzo,3,1/3/2024,Intervenciones SAMEC,Violencia familiar histórica,3
2024,Mayo,5,1/5/2024,Intervenciones SAMEC,Abuso sexual,24
2024,Mayo,5,1/5/2024,Intervenciones SAMEC,Violencia de género,920
2024,Mayo,5,1/5/2024,Intervenciones SAMEC,Violencia familiar en curso,641
2024,Mayo,5,1/5/2024,Intervenciones SAMEC,Violencia familiar histórica,4
