Año,Distrito,Género,Rango_etario,Ord_rango_etario,Frecuencia
2024,Sur-Anta,Mujeres,50-59 años,9,42
2024,Sur-Anta,Mujeres,6-10 años,2,20
2024,Sur-Anta,Mujeres,60-74 años,10,32
2024,Sur-Anta,Mujeres,Más de 74 años,11,8
2024,Sur-Anta,Mujeres,Sin especificar,12,24
2024,Sur-Anta,Varones,0-5 años,1,15
2024,Sur-Anta,Varones,11-14 años,3,16
2024,Sur-Anta,Varones,15-17 años,4,5
2024,Sur-Anta,Varones,18-21 años,5,7
2024,Sur-Anta,Varones,22-29 años,6,114
2024,Sur-Anta,Varones,30-39 años,7,130
2024,Sur-Anta,Varones,40-49 años,8,69
2024,Sur-Anta,Varones,50-59 años,9,49
2024,Sur-Anta,Varones,6-10 años,2,20
2024,Sur-Anta,Varones,60-74 años,10,19
2024,Sur-Anta,Varones,Más de 74 años,11,7
2024,Sur-Anta,Varones,Sin especificar,12,11
2024,Sur-Metán,Mujeres,0-5 años,1,24
2024,Sur-Metán,Mujeres,11-14 años,3,35
2024,Sur-Metán,Mujeres,15-17 años,4,40
2024,Sur-Metán,Mujeres,18-21 años,5,99
2024,Sur-Metán,Mujeres,22-29 años,6,320
2024,Sur-Metán,Mujeres,30-39 años,7,331
2024,Sur-Metán,Mujeres,40-49 años,8,201
2024,Sur-Metán,Mujeres,50-59 años,9,109
2024,Sur-Metán,Mujeres,6-10 años,2,35
2024,Sur-Metán,Mujeres,60-74 años,10,76
2024,Sur-Metán,Mujeres,Más de 74 años,11,27
2024,Sur-Metán,Mujeres,Sin especificar,12,82
2024,Sur-Metán,Varones,0-5 años,1,19
2024,Sur-Metán,Varones,11-14 años,3,25
2024,Sur-Metán,Varones,15-17 años,4,12
2024,Sur-Metán,Varones,18-21 años,5,16
2024,Sur-Metán,Varones,22-29 años,6,78
2024,Sur-Metán,Varones,30-39 años,7,154
2024,Sur-Metán,Varones,40-49 años,8,95
2024,Sur-Metán,Varones,50-59 años,9,49
2024,Sur-Metán,Varones,6-10 años,2,22
2024,Sur-Metán,Varones,60-74 años,10,40
2024,Sur-Metán,Varones,Más de 74 años,11,23
2024,Sur-Metán,Varones,Sin especificar,12,51
