ejercicio_presupuestario,trimestre,finalidad_id,finalidad_desc,funcion_id,funcion_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_inicial_ajustada,programacion_anual_vig_trim4,programacion_trim4,programacion_acumulada_trim4,ejecutado_vigente_trim4,ejecutado_acumulado_trim4,porc_desvio_acum_trim4,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,ultima_actualizacion_fecha
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,313,Honorable Cámara de Diputados de la Nación Argentina,17,Formacion y Sancion Legislativa,0,Formacion y Sancion Legislativa,Indicador,375,Porcentaje de bancas ocupadas por mujeres en la Cámara de diputados del Congreso Nacional (ODS 5.5.1 -PPG),1187,Porcentaje,Suma: el total es la suma de las cantidades,42,42,42,,,45,87,-,Otras Causas,Otras Causas,Cambios Institucionales,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,315,Imprenta del Congreso de la Nación,19,Impresiones y Publicaciones Parlamentarias,0,Impresiones y Publicaciones Parlamentarias,Meta,139,Composición e Impresión de Papelería y Publicaciones Parlamentarias,70,Página,Suma: el total es la suma de las cantidades,60000000,60000000,60000000,12000000,60000000,17761016,61711862,"2,85",Otras Causas,Otras Causas,"En el cuarto trimestre 2021, se continuo con los trabajos de los Convenios y  poniendo al dia las impresiones como asi tambien las   impresiones Parlamentarias para poder dar continuidad a las sesiones ordinarias de ambas Camaras HCDN -  HSN ,   trabajos Comerciales y Parlamentarios.  *DAE (Diario de asuntos entrados Senado-Diputados).-  *BAE (Boletin de asuntos entrado- Senado-Diputados).-  *OD (Ordenes del dia Senado- Diputados).-  *Carpetas - Encuadernaciones -Formularios etc.-  Convenio con el Indec.  Convenio con el Ministerior del Interior -(Junta Electoral)",Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,100,Investigaciones,146,Investigación Realizada,Suma: el total es la suma de las cantidades,216,216,216,66,216,66,216,"0,00",-,-,-,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,722,Atención al Público,251,Persona Atendida,Suma: el total es la suma de las cantidades,240000,240000,240000,65000,240000,68891,242617,"1,09",Otras Causas,Otras Causas,Inconvenientes en el suministro eléctrico.,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1268,Actuaciones de Oficio,30,Caso,Suma: el total es la suma de las cantidades,220,220,220,70,220,75,220,"0,00",-,-,-,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,1269,Recepción de  Quejas Promovidas por los Ciudadanos,30,Caso,Suma: el total es la suma de las cantidades,12000,12000,12000,2400,12000,2403,12034,"0,28",Otras Causas,Otras Causas,Inconvenientes en el suministro eléctrico.,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3169,Difusión Radiofónica,1539,Programa Emitido,Suma: el total es la suma de las cantidades,96,96,96,28,96,28,83,"-13,54",Otras Causas,Otras Causas,Pandemia Covid 19.,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,319,Defensoría del Pueblo de la Nación,21,Defensa de los Derechos de los Ciudadanos,0,Defensa de los Derechos de los Ciudadanos,Meta,3778,Promoción de Objetivos de Desarrollo Sostenible,1156,Taller Realizado,Suma: el total es la suma de las cantidades,4,4,4,1,4,1,4,"0,00",-,-,-,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Indicador,70,Asistencia a Actividades de Promoción del Derecho a la Comunicación y a la Información,1436,Asistente por Actividad,Suma: el total es la suma de las cantidades,35,35,0,,,,,"0,00",-,-,-,Última actualización del ejercicio 2021: 04 Julio 2022.
2021,4,1,ADMINISTRACION GUBERNAMENTAL,1,Legislativa,1,Poder Legislativo Nacional,0,Poder Legislativo Nacional,346,Defensoría del Público de Servicios de Comunicación Audiovisual,36,Defensa del Publico de Servicios de Comunicacion Audiovisual,0,Defensa del Publico de Servicios de Comunicacion Audiovisual,Meta,2854,Participación en Audiencias Públicas,583,Participante,Suma: el total es la suma de las cantidades,1000,1000,1000,200,1000,77,1546,"54,60",Otras Causas,Otras Causas,"El proceso de Audiencias Públicas se puso en marcha en el cuarto trimestre en la región  Buenos Aires con modalidad mixta. Ante el descenso en los casos de COVID-19 se desarrollaron  dos jornadas, una presencial atendiendo las medidas de prevención y aforo limitado, y otra virtual  que facilitó la participación a quienes se encuentran en lugares distantes o necesitan sostener  medidas de aislamiento más estrictas. En total, “participaron” 77 (setenta y siete) personas.",Última actualización del ejercicio 2021: 04 Julio 2022.
