"","ANO4","TRIMESTRE","REGION","AGLOMERADO","PONDERA","CH04","P21","PP04B_COD","CH06","ESTADO","CAT_OCUP","CAT_INAC","INTENSI","PP03J","PP04D_COD"
"1",2024,1,42,10,439,2,-9,"4000",44,1,3,0,2,2,"10333"
"2",2024,1,42,10,439,2,0,"",22,3,0,4,NA,NA,""
"3",2024,1,42,10,439,2,0,"",3,4,0,5,NA,NA,""
"4",2024,1,42,10,675,1,250000,"2500",54,1,3,0,2,2,"80313"
"5",2024,1,42,10,675,2,2e+05,"4804",53,1,3,0,2,2,"30314"
"6",2024,1,42,10,675,2,2e+05,"5601",26,1,3,0,2,2,"53313"
"7",2024,1,42,10,675,1,2e+05,"3100",25,1,3,0,3,2,"80332"
"8",2024,1,41,7,403,2,0,"",72,3,0,1,NA,NA,""
"9",2024,1,41,7,403,1,-9,"1003",53,1,3,0,3,2,"80333"
"10",2024,1,41,7,403,1,-9,"8401",41,1,3,0,4,2,"10333"
"11",2024,1,41,7,345,1,2e+05,"1009",43,1,3,0,3,2,"30323"
"12",2024,1,41,7,345,2,0,"",17,3,0,3,NA,NA,""
"13",2024,1,41,7,291,2,-9,"1009",52,1,2,0,2,2,"53113"
"14",2024,1,41,7,291,2,0,"",24,3,0,4,NA,NA,""
"15",2024,1,41,7,291,1,-9,"8000",19,1,3,0,3,2,"47314"
"16",2024,1,41,7,291,2,0,"",16,3,0,3,NA,NA,""
"17",2024,1,41,7,291,2,0,"",5,4,0,5,NA,NA,""
"18",2024,1,41,7,275,1,0,"",76,3,0,1,NA,NA,""
"19",2024,1,41,7,251,2,5e+05,"8600",31,1,3,0,2,2,"40312"
"20",2024,1,41,7,398,2,0,"",23,3,0,3,NA,NA,""
"21",2024,1,40,18,371,1,350000,"4903",62,1,3,0,2,2,"34323"
"22",2024,1,40,18,371,2,0,"",64,3,0,1,NA,NA,""
"23",2024,1,40,18,371,1,1e+05,"4805",35,1,3,0,2,2,"34323"
"24",2024,1,40,18,371,1,0,"",28,3,0,7,NA,NA,""
"25",2024,1,40,18,716,2,180000,"8401",58,1,3,0,2,2,"10333"
"26",2024,1,40,18,716,1,0,"",23,3,0,3,NA,NA,""
"27",2024,1,40,18,308,1,0,"",78,3,0,1,NA,NA,""
"28",2024,1,40,18,308,2,0,"",72,3,0,4,NA,NA,""
"29",2024,1,40,18,308,1,140000,"8501",43,1,3,0,4,2,"41332"
"30",2024,1,40,18,681,1,260000,"4807",39,1,3,0,3,2,"30333"
"31",2024,1,40,25,196,2,250000,"5601",29,1,3,0,2,2,"53314"
"32",2024,1,40,25,196,1,0,"",1,4,0,5,NA,NA,""
"33",2024,1,40,25,196,2,0,"",11,3,0,3,NA,NA,""
"34",2024,1,41,7,321,2,280000,"101",49,1,3,0,2,2,"30333"
"35",2024,1,41,8,334,2,0,"",65,3,0,7,NA,NA,""
"36",2024,1,41,8,334,2,1e+05,"9700",20,1,3,0,2,2,"55314"
"37",2024,1,41,8,289,2,0,"",73,3,0,1,NA,NA,""
"38",2024,1,41,8,289,2,170000,"8501",31,1,3,0,2,2,"41312"
"39",2024,1,43,5,387,2,-9,"6500",57,1,3,0,2,2,"10333"
"40",2024,1,43,5,387,1,-9,"1009",35,1,3,0,3,2,"20333"
"41",2024,1,40,19,474,2,30000,"9301",24,1,3,0,2,2,"51312"
"42",2024,1,40,19,474,2,0,"",21,3,0,2,NA,NA,""
"43",2024,1,40,19,474,2,0,"",17,3,0,3,NA,NA,""
"44",2024,1,40,19,474,2,0,"",17,3,0,3,NA,NA,""
"45",2024,1,40,19,474,1,4e+05,"4808",44,1,3,0,3,2,"80323"
"46",2024,1,40,19,186,1,0,"",62,3,0,1,NA,NA,""
"47",2024,1,40,19,186,2,0,"",48,3,0,1,NA,NA,""
"48",2024,1,40,19,186,2,0,"",8,4,0,3,NA,NA,""
"49",2024,1,40,19,263,1,280000,"9999",52,1,3,0,3,2,"72203"
"50",2024,1,40,19,263,2,80000,"4803",49,1,2,0,3,2,"30113"
"51",2024,1,40,19,263,1,180000,"9999",24,1,3,0,3,2,"36314"
"52",2024,1,40,19,263,1,0,"",18,3,0,3,NA,NA,""
"53",2024,1,40,19,263,1,0,"",9,4,0,3,NA,NA,""
"54",2024,1,40,19,202,1,4e+05,"8501",52,1,3,0,1,2,"41332"
"55",2024,1,40,19,202,2,7e+05,"8501",51,1,3,0,2,2,"41332"
"56",2024,1,40,19,202,2,0,"",24,3,0,3,NA,NA,""
"57",2024,1,40,19,202,2,0,"",22,3,0,3,NA,NA,""
"58",2024,1,40,19,202,1,0,"",19,3,0,3,NA,NA,""
"59",2024,1,40,19,202,1,0,"",11,3,0,3,NA,NA,""
"60",2024,1,40,19,159,1,4e+05,"4903",50,1,3,0,3,2,"34323"
"61",2024,1,40,19,159,2,2e+05,"4803",49,1,1,0,3,2,"5002"
"62",2024,1,40,19,159,2,0,"",23,2,2,0,NA,NA,""
"63",2024,1,40,19,159,2,0,"",18,3,0,3,NA,NA,""
"64",2024,1,40,19,229,2,78000,"8800",41,1,3,0,2,1,"80323"
"65",2024,1,40,19,229,1,0,"",14,3,0,3,NA,NA,""
"66",2024,1,40,19,229,1,0,"",12,3,0,3,NA,NA,""
"67",2024,1,40,19,229,2,0,"",13,3,0,3,NA,NA,""
"68",2024,1,43,30,159,1,2e+05,"4000",46,1,2,0,2,2,"72113"
"69",2024,1,43,30,159,2,6e+05,"8600",48,1,3,0,2,2,"20333"
"70",2024,1,41,7,321,1,-9,"8200",29,1,3,0,1,2,"34323"
"71",2024,1,41,7,263,2,0,"",52,3,0,4,NA,NA,""
"72",2024,1,41,7,263,2,-9,"9602",19,1,2,0,2,1,"57113"
"73",2024,1,41,7,263,2,-9,"9602",18,1,2,0,1,1,"57113"
"74",2024,1,41,7,263,2,0,"",15,3,0,3,NA,NA,""
"75",2024,1,42,10,733,2,4e+05,"7200",41,1,3,0,2,2,"20333"
"76",2024,1,42,10,733,1,5e+05,"8401",45,1,3,0,3,2,"72201"
"77",2024,1,42,10,733,2,0,"",4,4,0,5,NA,NA,""
"78",2024,1,42,10,733,2,0,"",4,4,0,5,NA,NA,""
"79",2024,1,41,15,193,2,1e+05,"4804",40,1,2,0,2,2,"31123"
"80",2024,1,41,15,193,2,0,"",16,3,0,3,NA,NA,""
"81",2024,1,41,15,193,2,0,"",-1,4,0,5,NA,NA,""
"82",2024,1,42,27,542,2,3e+05,"4000",24,1,3,0,2,2,"10333"
"83",2024,1,42,27,542,2,340000,"6500",52,1,3,0,2,2,"10333"
"84",2024,1,42,27,419,1,180000,"4000",29,1,3,0,3,2,"72313"
"85",2024,1,42,27,419,2,0,"",26,3,0,4,NA,NA,""
"86",2024,1,42,27,419,2,0,"",9,4,0,3,NA,NA,""
"87",2024,1,42,27,419,2,0,"",7,4,0,3,NA,NA,""
"88",2024,1,42,27,419,1,0,"",2,4,0,5,NA,NA,""
"89",2024,1,42,26,342,2,0,"",32,3,0,4,NA,NA,""
"90",2024,1,42,26,342,1,372000,"8401",59,1,3,0,2,2,"72313"
"91",2024,1,42,26,342,1,0,"",14,3,0,3,NA,NA,""
"92",2024,1,42,26,342,2,0,"",9,4,0,3,NA,NA,""
"93",2024,1,42,26,342,2,0,"",5,4,0,5,NA,NA,""
"94",2024,1,42,26,342,1,0,"",1,4,0,5,NA,NA,""
"95",2024,1,40,25,163,1,3e+05,"8401",47,1,3,0,3,2,"48313"
"96",2024,1,40,25,163,2,2e+05,"9602",42,1,3,0,2,2,"57313"
"97",2024,1,40,25,163,2,3e+05,"5601",23,1,3,0,3,2,"30333"
"98",2024,1,40,25,163,2,0,"",4,4,0,5,NA,NA,""
"99",2024,1,40,25,163,1,0,"",2,4,0,5,NA,NA,""
"100",2024,1,40,18,208,1,250000,"8401",36,1,3,0,3,2,"48313"
"101",2024,1,40,18,208,2,0,"",40,3,0,1,NA,NA,""
"102",2024,1,40,18,208,2,0,"",18,3,0,3,NA,NA,""
"103",2024,1,40,18,208,2,0,"",16,3,0,3,NA,NA,""
"104",2024,1,40,18,208,1,0,"",9,4,0,3,NA,NA,""
"105",2024,1,40,18,208,1,0,"",6,4,0,3,NA,NA,""
"106",2024,1,40,18,208,2,0,"",2,4,0,5,NA,NA,""
"107",2024,1,40,29,556,1,3e+05,"8401",41,1,3,0,1,2,"58314"
"108",2024,1,40,29,556,2,0,"",41,3,0,4,NA,NA,""
"109",2024,1,40,29,556,1,90000,"4000",18,1,3,0,2,1,"72314"
"110",2024,1,40,29,556,2,0,"",16,3,0,3,NA,NA,""
"111",2024,1,40,29,556,1,0,"",4,4,0,5,NA,NA,""
"112",2024,1,43,4,643,2,0,"",43,2,3,0,NA,NA,""
"113",2024,1,43,4,643,1,350000,"4808",48,1,3,0,3,2,"30333"
"114",2024,1,43,4,643,2,0,"",18,3,0,3,NA,NA,""
"115",2024,1,43,4,643,1,0,"",9,4,0,3,NA,NA,""
"116",2024,1,43,36,138,2,0,"",55,3,0,4,NA,NA,""
"117",2024,1,43,36,138,1,250000,"4807",41,1,3,0,2,2,"32313"
"118",2024,1,43,36,149,2,0,"",74,3,0,4,NA,NA,""
"119",2024,1,43,36,149,1,0,"",77,3,0,1,NA,NA,""
"120",2024,1,40,19,209,1,4e+05,"4000",36,1,3,0,3,2,"72331"
"121",2024,1,44,93,66,2,4e+05,"8600",37,1,3,0,3,2,"40312"
"122",2024,1,44,93,66,1,0,"",17,3,0,3,NA,NA,""
"123",2024,1,44,93,66,1,0,"",12,3,0,3,NA,NA,""
"124",2024,1,44,93,66,1,0,"",5,4,0,5,NA,NA,""
"125",2024,1,42,27,528,2,424000,"8600",58,1,3,0,2,2,"35333"
"126",2024,1,42,27,528,2,370000,"8600",34,1,3,0,2,2,"10333"
"127",2024,1,42,27,528,2,0,"",15,3,0,3,NA,NA,""
"128",2024,1,42,27,528,1,80000,"4803",30,1,3,0,3,1,"30314"
"129",2024,1,43,4,612,2,0,"",19,3,0,4,NA,NA,""
"130",2024,1,43,4,612,2,0,"",41,3,0,4,NA,NA,""
"131",2024,1,43,4,612,1,2e+05,"1600",40,1,3,0,2,2,"80313"
"132",2024,1,43,4,612,2,0,"",15,3,0,3,NA,NA,""
"133",2024,1,43,4,612,1,3e+05,"2500",22,1,3,0,2,2,"80313"
"134",2024,1,44,91,136,1,0,"",62,3,0,1,NA,NA,""
"135",2024,1,44,91,136,2,68000,"9700",55,1,3,0,2,2,"55314"
"136",2024,1,44,91,136,2,0,"",25,3,0,4,NA,NA,""
"137",2024,1,44,91,136,1,214000,"9603",26,1,3,0,2,2,"58314"
"138",2024,1,44,91,136,2,0,"",5,4,0,5,NA,NA,""
"139",2024,1,40,19,292,2,0,"",44,3,0,4,NA,NA,""
"140",2024,1,40,19,292,2,0,"",23,3,0,3,NA,NA,""
"141",2024,1,40,19,292,1,0,"",19,3,0,3,NA,NA,""
"142",2024,1,42,27,566,1,3e+05,"4000",39,1,1,0,4,2,"5002"
"143",2024,1,42,27,566,2,4e+05,"8401",36,1,3,0,2,2,"10202"
"144",2024,1,42,27,458,2,80000,"9700",54,1,3,0,2,1,"55314"
"145",2024,1,42,27,368,2,0,"",63,3,0,4,NA,NA,""
"146",2024,1,42,27,368,1,0,"",71,3,0,1,NA,NA,""
"147",2024,1,42,27,368,2,215000,"9409",43,1,3,0,3,2,"56314"
"148",2024,1,42,27,368,1,80000,"4000",26,1,3,0,2,2,"72314"
"149",2024,1,42,27,463,1,0,"",12,3,0,3,NA,NA,""
"150",2024,1,42,27,463,2,0,"",10,3,0,3,NA,NA,""
"151",2024,1,42,27,463,2,0,"",4,4,0,5,NA,NA,""
"152",2024,1,42,27,463,1,450000,"1009",34,1,2,0,3,2,"53113"
"153",2024,1,42,27,463,2,0,"",39,3,0,4,NA,NA,""
"154",2024,1,42,27,514,1,0,"",91,3,0,1,NA,NA,""
"155",2024,1,42,27,514,2,0,"",83,3,0,4,NA,NA,""
"156",2024,1,42,27,514,1,0,"",60,3,0,1,NA,NA,""
"157",2024,1,42,27,514,2,380000,"8501",49,1,3,0,2,2,"41333"
"158",2024,1,42,27,501,2,0,"2709",44,1,3,0,2,2,"80314"
"159",2024,1,42,27,507,2,450000,"4803",34,1,3,0,3,2,"30313"
"160",2024,1,42,27,507,2,0,"",16,3,0,3,NA,NA,""
"161",2024,1,42,27,507,2,0,"",14,3,0,3,NA,NA,""
"162",2024,1,42,27,507,2,0,"",10,3,0,3,NA,NA,""
"163",2024,1,42,27,507,1,0,"",-1,4,0,5,NA,NA,""
"164",2024,1,42,27,325,2,0,"",79,3,0,4,NA,NA,""
"165",2024,1,42,27,325,1,60000,"1009",50,1,2,0,1,1,"53113"
"166",2024,1,42,27,325,2,0,"",18,3,0,3,NA,NA,""
"167",2024,1,42,27,356,2,0,"",63,3,0,4,NA,NA,""
"168",2024,1,42,27,356,1,250000,"8000",61,1,3,0,3,2,"47313"
"169",2024,1,42,27,356,1,150000,"4000",38,1,2,0,1,1,"72113"
"170",2024,1,42,27,356,1,4e+05,"8401",32,1,3,0,2,2,"10333"
"171",2024,1,43,13,648,2,450000,"4805",52,1,3,0,3,2,"20333"
"172",2024,1,43,13,648,2,0,"",82,3,0,1,NA,NA,""
"173",2024,1,43,2,604,2,0,"4803",57,1,2,0,2,2,"31133"
"174",2024,1,43,2,604,1,0,"4803",53,1,2,0,3,2,"34123"
"175",2024,1,43,2,604,1,0,"",21,3,0,4,NA,NA,""
"176",2024,1,43,2,643,2,0,"",62,3,0,1,NA,NA,""
"177",2024,1,43,2,643,1,0,"",24,3,0,6,NA,NA,""
"178",2024,1,41,12,369,1,250000,"8501",56,1,3,0,4,2,"56314"
"179",2024,1,41,12,369,2,0,"",57,3,0,4,NA,NA,""
"180",2024,1,41,12,369,2,0,"",24,3,0,3,NA,NA,""
"181",2024,1,41,12,369,1,0,"",21,3,0,3,NA,NA,""
"182",2024,1,41,12,369,1,0,"",21,3,0,3,NA,NA,""
"183",2024,1,41,12,369,1,0,"",15,3,0,3,NA,NA,""
"184",2024,1,41,12,246,1,252000,"8401",53,1,3,0,2,2,"10333"
"185",2024,1,41,12,316,1,450000,"8401",37,1,3,0,3,2,"49313"
"186",2024,1,41,12,316,2,50000,"8800",32,1,3,0,2,2,"53314"
"187",2024,1,41,12,316,2,0,"",14,3,0,3,NA,NA,""
"188",2024,1,41,12,316,2,0,"",7,4,0,3,NA,NA,""
"189",2024,1,41,8,624,1,8e+05,"4000",35,1,1,0,3,2,"5001"
"190",2024,1,41,8,624,1,8e+05,"6400",36,1,2,0,3,2,"30133"
"191",2024,1,41,8,317,2,0,"",62,3,0,1,NA,NA,""
"192",2024,1,41,8,317,2,0,"",29,3,0,4,NA,NA,""
"193",2024,1,41,8,334,1,0,"",65,3,0,4,NA,NA,""
"194",2024,1,43,30,116,1,1e+05,"102",32,1,3,0,3,2,"61313"
"195",2024,1,43,30,116,1,0,"",9,4,0,3,NA,NA,""
"196",2024,1,43,30,116,1,0,"",4,4,0,5,NA,NA,""
"197",2024,1,40,25,168,1,-9,"9999",40,1,3,0,3,2,"99997"
"198",2024,1,40,25,168,2,0,"",38,3,0,4,NA,NA,""
"199",2024,1,40,25,168,1,0,"",17,3,0,3,NA,NA,""
"200",2024,1,40,25,168,1,0,"",11,3,0,3,NA,NA,""
"201",2024,1,40,25,168,2,0,"",9,4,0,3,NA,NA,""
"202",2024,1,40,25,152,2,0,"",44,3,0,4,NA,NA,""
"203",2024,1,40,25,152,2,0,"",23,3,0,3,NA,NA,""
"204",2024,1,40,25,152,1,0,"",18,3,0,3,NA,NA,""
"205",2024,1,40,25,152,1,0,"",16,3,0,3,NA,NA,""
"206",2024,1,40,29,408,2,60000,"9700",50,1,3,0,2,1,"55314"
"207",2024,1,40,29,408,2,0,"",14,3,0,3,NA,NA,""
"208",2024,1,40,29,408,1,40000,"4000",46,1,2,0,2,1,"72113"
"209",2024,1,44,20,194,2,0,"",82,3,0,1,NA,NA,""
"210",2024,1,44,20,194,2,0,"",85,3,0,1,NA,NA,""
"211",2024,1,44,20,194,1,0,"",43,2,0,0,NA,NA,""
"212",2024,1,44,20,194,2,0,"",11,3,0,3,NA,NA,""
"213",2024,1,40,29,603,2,0,"",87,3,0,4,NA,NA,""
"214",2024,1,40,29,603,1,2e+05,"6900",69,1,3,0,2,2,"20333"
"215",2024,1,43,4,797,2,0,"",67,3,0,4,NA,NA,""
"216",2024,1,40,25,123,1,0,"",69,3,0,4,NA,NA,""
"217",2024,1,40,25,114,2,220000,"8401",63,1,3,0,2,2,"10333"
"218",2024,1,40,25,114,1,275000,"8401",65,1,3,0,2,2,"20201"
"219",2024,1,40,25,130,1,-9,"4903",63,1,3,0,3,2,"34323"
"220",2024,1,40,25,130,2,0,"",60,3,0,4,NA,NA,""
"221",2024,1,40,25,130,1,250000,"8501",31,1,3,0,2,2,"56314"
"222",2024,1,40,25,130,1,0,"",27,3,0,3,NA,NA,""
"223",2024,1,40,25,130,2,0,"",24,3,0,3,NA,NA,""
"224",2024,1,40,25,130,2,0,"",22,3,0,3,NA,NA,""
"225",2024,1,40,25,54,1,5e+05,"2202",63,1,3,0,3,2,"72332"
"226",2024,1,40,25,54,2,230000,"8600",59,1,3,0,2,2,"40312"
"227",2024,1,42,10,439,2,0,"",71,3,0,1,NA,NA,""
"228",2024,1,42,10,439,1,160000,"8401",34,1,3,0,2,2,"56314"
"229",2024,1,43,3,256,1,-9,"3300",57,1,3,0,3,2,"80323"
"230",2024,1,43,3,256,2,0,"",52,3,0,6,NA,NA,""
"231",2024,1,43,3,256,1,0,"",24,3,0,7,NA,NA,""
"232",2024,1,43,34,885,2,0,"",74,3,0,1,NA,NA,""
"233",2024,1,43,34,1441,2,-9,"9609",43,1,2,0,2,2,"58133"
"234",2024,1,43,34,1441,1,-9,"9999",45,1,3,0,2,2,"6001"
"235",2024,1,43,34,1441,2,0,"",14,3,0,3,NA,NA,""
"236",2024,1,43,34,1441,2,0,"",12,3,0,3,NA,NA,""
"237",2024,1,43,34,1441,1,0,"",7,4,0,3,NA,NA,""
"238",2024,1,44,20,74,2,0,"",60,3,0,1,NA,NA,""
"239",2024,1,44,20,74,2,-9,"8401",35,1,3,0,2,2,"45332"
"240",2024,1,44,20,153,2,0,"",63,3,0,1,NA,NA,""
"241",2024,1,44,20,153,2,80000,"4803",34,1,2,0,1,1,"80113"
"242",2024,1,40,29,528,1,190000,"4903",40,1,3,0,2,2,"34323"
"243",2024,1,40,29,528,2,3e+05,"8600",52,1,3,0,2,2,"40312"
"244",2024,1,40,29,422,2,0,"",22,3,0,3,NA,NA,""
"245",2024,1,40,29,422,2,0,"",21,3,0,3,NA,NA,""
"246",2024,1,1,33,1810,2,4e+05,"9602",85,1,2,0,2,2,"57113"
"247",2024,1,1,33,1810,1,-9,"5601",59,1,2,0,2,2,"53113"
"248",2024,1,1,33,1810,2,-9,"2100",57,1,3,0,2,2,"80331"
"249",2024,1,42,10,881,1,8e+05,"3200",41,1,3,0,2,2,"34333"
"250",2024,1,43,30,98,2,0,"",73,3,0,1,NA,NA,""
"251",2024,1,40,25,118,2,0,"",81,3,0,1,NA,NA,""
"252",2024,1,40,18,1766,2,40000,"9700",42,1,3,0,2,2,"55314"
"253",2024,1,40,18,1766,1,90000,"4000",32,1,3,0,2,2,"72314"
"254",2024,1,40,18,1766,2,0,"",18,3,0,3,NA,NA,""
"255",2024,1,40,18,1766,2,0,"",5,4,0,5,NA,NA,""
"256",2024,1,1,33,2368,1,5e+05,"4807",26,1,1,0,3,2,"5002"
"257",2024,1,1,33,1223,2,0,"",88,3,0,1,NA,NA,""
"258",2024,1,42,26,290,2,0,"",84,3,0,1,NA,NA,""
"259",2024,1,42,26,290,1,580000,"4806",36,1,3,0,3,2,"30314"
"260",2024,1,42,26,290,2,0,"",35,3,0,4,NA,NA,""
"261",2024,1,42,26,290,2,0,"",10,3,0,3,NA,NA,""
"262",2024,1,42,26,290,1,0,"",6,4,0,3,NA,NA,""
"263",2024,1,42,26,200,2,0,"",66,3,0,1,NA,NA,""
"264",2024,1,42,26,200,1,150000,"4000",35,1,3,0,2,2,"72314"
"265",2024,1,42,26,200,1,250000,"9302",37,1,3,0,3,2,"72313"
"266",2024,1,42,26,200,2,0,"",9,4,0,3,NA,NA,""
"267",2024,1,44,20,108,2,50000,"1400",49,1,2,0,2,1,"82123"
"268",2024,1,44,20,108,1,1e+05,"4000",55,1,3,0,4,2,"72313"
"269",2024,1,40,29,548,1,3e+05,"4807",38,1,3,0,3,2,"32313"
"270",2024,1,40,29,548,2,2e+05,"4804",38,1,3,0,2,2,"30333"
"271",2024,1,40,29,548,2,0,"",14,3,0,3,NA,NA,""
"272",2024,1,1,33,1954,2,-9,"1400",81,1,2,0,2,2,"82123"
"273",2024,1,1,33,1954,1,-9,"1009",43,1,3,0,2,2,"99997"
"274",2024,1,1,33,1682,1,8e+05,"9200",66,1,1,0,2,2,"5002"
"275",2024,1,1,33,648,2,-9,"9700",50,1,3,0,1,2,"57313"
"276",2024,1,1,33,648,1,-9,"4000",30,1,3,0,3,1,"72313"
"277",2024,1,1,33,1866,2,-9,"9700",30,1,3,0,1,2,"56314"
"278",2024,1,1,33,1866,1,0,"",10,3,0,3,NA,NA,""
"279",2024,1,1,33,1866,1,0,"",5,4,0,5,NA,NA,""
"280",2024,1,43,36,102,2,0,"",64,3,0,4,NA,NA,""
"281",2024,1,43,36,122,2,250000,"4807",63,1,3,0,2,2,"30331"
"282",2024,1,43,36,180,1,330000,"8501",59,1,3,0,2,2,"56313"
"283",2024,1,43,36,180,1,0,"",34,3,0,4,NA,NA,""
"284",2024,1,43,36,190,1,3e+05,"4903",59,1,3,0,3,2,"34323"
"285",2024,1,43,36,190,2,80000,"4807",26,1,3,0,2,2,"31313"
"286",2024,1,43,36,190,2,0,"",20,3,0,3,NA,NA,""
"287",2024,1,40,22,185,1,-9,"700",40,1,3,0,3,2,"70202"
"288",2024,1,40,22,185,2,0,"",38,3,0,4,NA,NA,""
"289",2024,1,40,22,185,2,0,"",3,4,0,5,NA,NA,""
"290",2024,1,40,22,185,2,0,"",1,4,0,5,NA,NA,""
"291",2024,1,40,22,185,2,0,"",5,4,0,5,NA,NA,""
"292",2024,1,40,22,108,2,0,"",69,3,0,1,NA,NA,""
"293",2024,1,40,22,108,2,0,"",45,3,0,1,NA,NA,""
"294",2024,1,40,22,108,2,250000,"4807",39,1,3,0,2,9,"30313"
"295",2024,1,40,22,108,2,0,"",19,3,0,3,NA,NA,""
"296",2024,1,40,22,108,2,0,"",16,3,0,3,NA,NA,""
"297",2024,1,41,8,245,2,0,"",12,3,0,3,NA,NA,""
"298",2024,1,41,8,245,2,0,"",9,4,0,3,NA,NA,""
"299",2024,1,41,8,245,2,170000,"8200",26,1,3,0,2,2,"35333"
"300",2024,1,41,8,265,2,2e+05,"6800",63,1,3,0,3,2,"10333"
"301",2024,1,41,8,313,1,80000,"1009",58,1,2,0,2,2,"53113"
"302",2024,1,41,8,313,2,30000,"1009",54,1,2,0,2,2,"53113"
"303",2024,1,41,8,313,2,0,"",30,3,0,7,NA,NA,""
"304",2024,1,41,8,313,1,-9,"4503",28,1,3,0,2,2,"30333"
"305",2024,1,41,8,313,2,0,"",6,4,0,3,NA,NA,""
"306",2024,1,41,8,313,2,40000,"5601",26,1,2,0,2,1,"53113"
"307",2024,1,44,9,271,1,6e+05,"600",47,1,3,0,3,2,"70203"
"308",2024,1,44,9,271,2,0,"",45,3,0,4,NA,NA,""
"309",2024,1,44,9,271,2,0,"",20,3,0,3,NA,NA,""
"310",2024,1,44,9,271,1,0,"",16,3,0,3,NA,NA,""
"311",2024,1,44,9,271,2,0,"",13,3,0,3,NA,NA,""
"312",2024,1,43,6,155,2,0,"",72,3,0,1,NA,NA,""
"313",2024,1,42,27,324,1,3e+05,"4803",28,1,3,0,3,2,"30313"
"314",2024,1,42,27,324,2,80000,"9999",24,1,2,0,2,2,"30133"
"315",2024,1,42,27,324,2,0,"",22,3,0,4,NA,NA,""
"316",2024,1,42,27,324,1,120000,"9602",28,1,2,0,3,2,"57113"
"317",2024,1,42,27,324,1,0,"",6,4,0,3,NA,NA,""
"318",2024,1,42,27,324,2,0,"",-1,4,0,5,NA,NA,""
"319",2024,1,42,27,324,2,80000,"9999",48,1,2,0,2,2,"30139"
"320",2024,1,42,27,383,2,0,"",61,3,0,4,NA,NA,""
"321",2024,1,42,27,383,1,0,"",30,3,0,2,NA,NA,""
"322",2024,1,42,27,383,1,0,"4803",33,1,3,0,3,1,"34323"
"323",2024,1,44,17,207,1,0,"",68,3,0,1,NA,NA,""
"324",2024,1,44,17,207,2,180000,"4802",59,1,2,0,3,2,"30133"
"325",2024,1,44,17,207,1,0,"",6,4,0,3,NA,NA,""
"326",2024,1,44,17,207,1,-9,"4904",34,1,2,0,1,1,"34123"
"327",2024,1,44,17,343,1,350000,"8401",48,1,3,0,2,2,"10333"
"328",2024,1,44,17,343,2,350000,"8600",46,1,3,0,2,2,"10333"
"329",2024,1,44,17,343,2,0,"",19,3,0,3,NA,NA,""
"330",2024,1,44,17,343,2,0,"",2,4,0,5,NA,NA,""
"331",2024,1,40,22,108,2,0,"",6,4,0,3,NA,NA,""
"332",2024,1,43,13,753,1,0,"",74,3,0,1,NA,NA,""
"333",2024,1,43,13,753,2,0,"",69,3,0,4,NA,NA,""
"334",2024,1,43,13,753,2,0,"",87,3,0,6,NA,NA,""
"335",2024,1,43,13,832,1,0,"",49,2,2,0,NA,NA,""
"336",2024,1,43,13,544,1,1e+05,"5601",43,1,3,0,1,1,"32323"
"337",2024,1,43,13,719,2,36000,"9700",51,1,3,0,2,2,"55314"
"338",2024,1,43,13,719,1,2e+05,"4000",50,1,2,0,2,2,"72113"
"339",2024,1,43,13,719,2,0,"",7,4,0,3,NA,NA,""
"340",2024,1,43,13,769,1,5e+05,"2500",44,1,3,0,2,2,"80323"
"341",2024,1,43,13,769,2,170000,"5601",42,1,3,0,2,2,"53314"
"342",2024,1,43,13,769,2,0,"",11,3,0,3,NA,NA,""
"343",2024,1,43,13,769,1,0,"",6,4,0,3,NA,NA,""
"344",2024,1,43,4,567,1,-9,"2100",49,1,3,0,2,2,"7001"
"345",2024,1,43,4,567,2,0,"",53,3,0,4,NA,NA,""
"346",2024,1,43,4,567,2,0,"",15,3,0,3,NA,NA,""
"347",2024,1,43,4,567,2,0,"",12,3,0,3,NA,NA,""
"348",2024,1,43,4,866,1,450000,"1009",43,1,3,0,2,2,"72313"
"349",2024,1,43,4,866,2,0,"",42,3,0,4,NA,NA,""
"350",2024,1,43,4,866,1,2e+05,"1009",22,1,3,0,2,2,"72313"
"351",2024,1,43,4,866,1,2e+05,"1009",20,1,3,0,2,2,"80313"
"352",2024,1,43,4,866,2,0,"",11,3,0,3,NA,NA,""
"353",2024,1,43,4,951,2,0,"",37,3,0,3,NA,NA,""
"354",2024,1,43,4,951,1,0,"",14,3,0,3,NA,NA,""
"355",2024,1,43,4,951,2,0,"",8,4,0,3,NA,NA,""
"356",2024,1,43,4,700,1,0,"",85,3,0,1,NA,NA,""
"357",2024,1,43,5,397,2,45200,"9700",28,1,3,0,1,2,"55314"
"358",2024,1,43,5,397,1,0,"",2,4,0,5,NA,NA,""
"359",2024,1,43,5,397,1,160000,"4000",37,1,2,0,3,2,"72113"
"360",2024,1,44,9,469,1,0,"",3,4,0,5,NA,NA,""
"361",2024,1,44,9,469,1,3e+05,"300",34,1,3,0,2,2,"80313"
"362",2024,1,44,9,469,2,0,"",32,3,0,4,NA,NA,""
"363",2024,1,44,9,469,1,0,"",14,3,0,3,NA,NA,""
"364",2024,1,44,9,469,2,0,"",7,4,0,3,NA,NA,""
"365",2024,1,44,9,469,1,0,"",5,4,0,5,NA,NA,""
