"","ANO4","TRIMESTRE","REGION","AGLOMERADO","PONDERA","CH04","P21","PP04B_COD","CH06","ESTADO","CAT_OCUP","CAT_INAC","INTENSI","PP03J","PP04D_COD"
"191458",2025,1,1,33,1059,2,550000,"8509",63,1,3,0,2,2,"41332"
"191459",2025,1,1,33,2363,1,0,"",71,3,0,1,NA,NA,""
"191460",2025,1,1,33,2363,2,0,"",70,3,0,1,NA,NA,""
"191461",2025,1,1,33,2363,1,9e+05,"2002",43,1,3,0,2,2,"30333"
"191462",2025,1,1,33,1317,2,250000,"4810",60,1,2,0,2,2,"80123"
"191463",2025,1,43,2,612,2,0,"",82,3,0,4,NA,NA,""
"191464",2025,1,43,2,612,1,3e+05,"4000",20,1,3,0,2,2,"72314"
"191465",2025,1,43,2,612,1,0,"",15,3,0,7,NA,NA,""
"191466",2025,1,43,2,2070,1,0,"",73,3,0,1,NA,NA,""
"191467",2025,1,42,10,668,2,-9,"8200",47,1,2,0,4,2,"10132"
"191468",2025,1,42,10,668,1,-9,"9501",54,1,2,0,4,2,"82112"
"191469",2025,1,43,34,872,2,0,"",69,3,0,1,NA,NA,""
"191470",2025,1,41,8,293,1,1e+05,"4803",52,1,2,0,2,2,"53113"
"191471",2025,1,41,8,293,2,0,"",46,3,0,4,NA,NA,""
"191472",2025,1,41,8,293,2,0,"",17,3,0,3,NA,NA,""
"191473",2025,1,41,8,293,2,0,"",14,3,0,3,NA,NA,""
"191474",2025,1,41,8,293,1,0,"",7,4,0,3,NA,NA,""
"191475",2025,1,41,8,315,2,0,"",59,3,0,4,NA,NA,""
"191476",2025,1,41,8,315,1,8e+05,"4807",61,1,3,0,2,2,"36202"
"191477",2025,1,41,8,315,1,-9,"4807",31,1,3,0,2,2,"36202"
"191478",2025,1,43,6,135,2,0,"",77,3,0,1,NA,NA,""
"191479",2025,1,43,6,135,1,0,"",22,3,0,3,NA,NA,""
"191480",2025,1,43,6,350,2,-9,"5500",43,1,3,0,2,2,"30333"
"191481",2025,1,43,14,99,2,250000,"4803",46,1,3,0,2,2,"30313"
"191482",2025,1,43,14,99,1,-9,"5601",21,1,3,0,2,2,"80313"
"191483",2025,1,43,14,113,2,0,"",32,3,0,4,NA,NA,""
"191484",2025,1,43,14,113,1,0,"",11,3,0,3,NA,NA,""
"191485",2025,1,43,14,113,1,0,"",9,4,0,3,NA,NA,""
"191486",2025,1,43,14,113,2,-9,"4804",32,1,3,0,3,2,"30314"
"191487",2025,1,43,14,113,2,0,"",12,3,0,3,NA,NA,""
"191488",2025,1,43,14,113,2,0,"",5,4,0,5,NA,NA,""
"191489",2025,1,43,14,113,1,0,"",38,3,0,7,NA,NA,""
"191490",2025,1,43,14,148,1,-9,"101",70,1,2,0,2,2,"30113"
"191491",2025,1,43,14,148,2,-9,"101",70,1,2,0,2,2,"30113"
"191492",2025,1,44,17,208,1,2e+05,"4000",62,1,2,0,2,2,"72113"
"191493",2025,1,44,17,208,1,2e+05,"4904",35,1,2,0,1,1,"34123"
"191494",2025,1,44,17,208,2,0,"",54,3,0,4,NA,NA,""
"191495",2025,1,1,33,2194,1,0,"",73,3,0,1,NA,NA,""
"191496",2025,1,1,33,2194,2,0,"",73,3,0,1,NA,NA,""
"191497",2025,1,1,33,2676,1,1500000,"6200",35,1,3,0,2,2,"81332"
"191498",2025,1,1,33,2676,2,6e+05,"8501",36,1,3,0,2,2,"41312"
"191499",2025,1,1,33,2676,1,0,"",13,3,0,3,NA,NA,""
"191500",2025,1,43,3,440,2,0,"",23,3,0,3,NA,NA,""
"191501",2025,1,43,3,369,2,6e+05,"4807",38,1,3,0,2,2,"30333"
"191502",2025,1,43,3,369,2,0,"",2,4,0,5,NA,NA,""
"191503",2025,1,43,3,369,2,6e+05,"8501",38,1,3,0,2,2,"41332"
"191504",2025,1,1,33,918,1,0,"",74,3,0,1,NA,NA,""
"191505",2025,1,1,33,918,2,0,"",70,3,0,1,NA,NA,""
"191506",2025,1,1,33,3176,2,0,"",74,3,0,1,NA,NA,""
"191507",2025,1,1,33,3176,1,0,"",22,2,3,0,NA,NA,""
"191508",2025,1,1,33,2908,2,4e+05,"4804",39,1,2,0,2,2,"30133"
"191509",2025,1,44,17,258,2,0,"",18,3,0,3,NA,NA,""
"191510",2025,1,44,17,173,1,6e+05,"8000",69,1,3,0,2,2,"47323"
"191511",2025,1,44,17,173,2,0,"",71,3,0,7,NA,NA,""
"191512",2025,1,44,17,173,2,0,"",31,3,0,4,NA,NA,""
"191513",2025,1,44,17,182,2,1200000,"8509",51,1,3,0,2,2,"41332"
"191514",2025,1,44,17,182,1,1300000,"9302",48,1,3,0,2,2,"34323"
"191515",2025,1,44,17,159,2,0,"",61,3,0,4,NA,NA,""
"191516",2025,1,44,17,159,1,0,"",89,3,0,4,NA,NA,""
"191517",2025,1,44,91,105,2,0,"",89,3,0,1,NA,NA,""
"191518",2025,1,44,91,105,1,8e+05,"8501",54,1,3,0,2,2,"41332"
"191519",2025,1,44,91,105,1,730000,"8501",52,1,3,0,2,2,"41332"
"191520",2025,1,1,33,2903,1,270000,"4000",62,1,2,0,1,2,"72113"
"191521",2025,1,1,33,2903,2,1e+05,"9602",56,1,2,0,1,2,"57113"
"191522",2025,1,1,33,3248,2,0,"",89,3,0,1,NA,NA,""
"191523",2025,1,1,33,1439,2,432000,"9700",39,1,3,0,2,2,"55314"
"191524",2025,1,1,33,1439,1,0,"",20,2,3,0,NA,NA,""
"191525",2025,1,1,33,1439,1,-9,"2202",35,1,3,0,2,2,"80313"
"191526",2025,1,1,33,1439,1,0,"",16,3,0,7,NA,NA,""
"191527",2025,1,1,33,1439,1,0,"",13,3,0,3,NA,NA,""
"191528",2025,1,1,33,1580,1,7e+05,"1009",57,1,2,0,3,2,"53113"
"191529",2025,1,1,33,1580,2,7e+05,"5601",37,1,2,0,3,2,"30122"
"191530",2025,1,1,33,1580,1,2e+05,"5300",19,1,2,0,2,2,"34123"
"191531",2025,1,1,33,1580,1,0,"",13,3,0,3,NA,NA,""
"191532",2025,1,1,33,1580,1,0,"",9,4,0,3,NA,NA,""
"191533",2025,1,1,33,1055,1,450000,"4904",52,1,3,0,2,1,"34323"
"191534",2025,1,1,33,1055,2,4e+05,"9700",43,1,3,0,4,2,"55314"
"191535",2025,1,1,33,1055,1,-9,"3200",22,1,3,0,2,2,"80313"
"191536",2025,1,1,33,1055,1,0,"",15,3,0,3,NA,NA,""
"191537",2025,1,41,7,259,2,0,"",64,3,0,1,NA,NA,""
"191538",2025,1,41,7,259,2,3e+05,"4807",22,1,3,0,2,2,"30333"
"191539",2025,1,41,7,259,1,4e+05,"9602",26,1,3,0,3,2,"57313"
"191540",2025,1,41,7,267,2,0,"",73,3,0,4,NA,NA,""
"191541",2025,1,41,7,267,1,-9,"8401",41,1,3,0,4,2,"48333"
"191542",2025,1,42,10,533,2,7e+05,"8401",48,1,3,0,2,2,"48333"
"191543",2025,1,42,10,533,1,-9,"4000",27,1,3,0,1,1,"72313"
"191544",2025,1,42,10,533,1,0,"",23,3,0,3,NA,NA,""
"191545",2025,1,42,10,533,2,-9,"8401",25,1,3,0,2,2,"10333"
"191546",2025,1,42,10,533,1,0,"",12,3,0,3,NA,NA,""
"191547",2025,1,42,10,555,2,0,"",61,3,0,1,NA,NA,""
"191548",2025,1,42,10,555,1,-9,"5601",36,1,3,0,3,2,"53313"
"191549",2025,1,42,10,555,1,-9,"4000",28,1,3,0,3,1,"72314"
"191550",2025,1,42,10,555,1,0,"",16,3,0,3,NA,NA,""
"191551",2025,1,43,34,1692,1,-9,"4904",26,1,3,0,2,2,"34323"
"191552",2025,1,43,34,1195,1,7e+05,"4000",49,1,3,0,3,2,"72313"
"191553",2025,1,43,34,1195,2,0,"",49,3,0,4,NA,NA,""
"191554",2025,1,43,34,1195,2,0,"",30,3,0,4,NA,NA,""
"191555",2025,1,43,34,1195,1,7e+05,"4000",25,1,3,0,3,2,"72313"
"191556",2025,1,43,34,1195,1,0,"",15,3,0,3,NA,NA,""
"191557",2025,1,43,34,1195,2,0,"",14,3,0,3,NA,NA,""
"191558",2025,1,43,34,1195,2,0,"",12,3,0,3,NA,NA,""
"191559",2025,1,43,34,1195,1,0,"",9,4,0,3,NA,NA,""
"191560",2025,1,43,34,1195,1,0,"",3,4,0,5,NA,NA,""
"191561",2025,1,43,34,1195,1,0,"",7,4,0,3,NA,NA,""
"191562",2025,1,43,34,523,2,320000,"9700",58,1,3,0,1,1,"57314"
"191563",2025,1,43,34,523,2,0,"",29,3,0,4,NA,NA,""
"191564",2025,1,43,38,116,2,0,"",63,3,0,3,NA,NA,""
"191565",2025,1,43,38,116,2,0,"",19,3,0,4,NA,NA,""
"191566",2025,1,43,14,86,2,0,"",18,3,0,4,NA,NA,""
"191567",2025,1,43,14,86,1,0,"",3,4,0,5,NA,NA,""
"191568",2025,1,43,14,86,2,0,"",24,3,0,7,NA,NA,""
"191569",2025,1,43,14,117,2,0,"",20,3,0,3,NA,NA,""
"191570",2025,1,43,6,151,1,6e+05,"4000",35,1,3,0,2,2,"72313"
"191571",2025,1,43,6,151,2,0,"",34,3,0,4,NA,NA,""
"191572",2025,1,43,6,151,1,0,"",11,3,0,3,NA,NA,""
"191573",2025,1,43,6,151,1,0,"",7,4,0,3,NA,NA,""
"191574",2025,1,43,6,151,1,0,"",1,4,0,5,NA,NA,""
"191575",2025,1,43,6,245,1,5e+05,"8401",34,1,3,0,2,2,"41332"
"191576",2025,1,43,6,245,1,0,"",5,4,0,5,NA,NA,""
"191577",2025,1,42,26,171,2,0,"",60,3,0,1,NA,NA,""
"191578",2025,1,42,26,171,1,6e+05,"8000",33,1,1,0,2,2,"6001"
"191579",2025,1,42,26,171,2,5e+05,"4803",30,1,3,0,2,2,"20333"
"191580",2025,1,42,26,171,1,0,"",16,3,0,3,NA,NA,""
"191581",2025,1,43,2,2070,2,0,"",60,3,0,1,NA,NA,""
"191582",2025,1,43,2,1859,2,0,"",70,3,0,1,NA,NA,""
"191583",2025,1,43,2,931,1,1e+06,"8401",56,1,3,0,3,2,"48313"
"191584",2025,1,43,2,1469,2,0,"",66,3,0,1,NA,NA,""
"191585",2025,1,43,2,1469,1,0,"",66,3,0,1,NA,NA,""
"191586",2025,1,43,38,170,1,7e+05,"8600",40,1,3,0,3,2,"47313"
"191587",2025,1,43,38,170,2,0,"",33,3,0,4,NA,NA,""
"191588",2025,1,43,38,170,2,0,"",17,3,0,3,NA,NA,""
"191589",2025,1,43,38,170,2,0,"",8,4,0,3,NA,NA,""
"191590",2025,1,43,38,170,1,0,"",3,4,0,5,NA,NA,""
"191591",2025,1,43,38,127,1,6e+05,"2400",45,1,3,0,2,2,"56314"
"191592",2025,1,43,38,127,2,5e+05,"9700",53,1,3,0,3,2,"57314"
"191593",2025,1,43,38,127,1,0,"",19,3,0,3,NA,NA,""
"191594",2025,1,43,38,127,2,0,"",7,4,0,3,NA,NA,""
"191595",2025,1,43,38,127,2,3e+05,"6900",25,1,3,0,4,2,"10333"
"191596",2025,1,43,6,350,1,9e+05,"8600",42,1,3,0,2,2,"40322"
"191597",2025,1,43,6,350,1,0,"",10,3,0,3,NA,NA,""
"191598",2025,1,43,6,350,2,0,"",4,4,0,5,NA,NA,""
"191599",2025,1,43,6,179,1,8e+05,"8102",43,1,3,0,2,2,"58313"
"191600",2025,1,43,6,179,2,-9,"8600",39,1,3,0,2,2,"10333"
"191601",2025,1,43,6,179,2,0,"",1,4,0,5,NA,NA,""
"191602",2025,1,43,6,174,2,0,"",70,0,0,0,NA,NA,""
"191603",2025,1,43,6,309,1,880000,"2202",27,1,3,0,2,2,"80323"
"191604",2025,1,43,6,309,2,0,"",28,3,0,3,NA,NA,""
"191605",2025,1,43,6,140,1,0,"",72,3,0,1,NA,NA,""
"191606",2025,1,43,6,193,2,-9,"6000",47,1,3,0,4,2,"45332"
"191607",2025,1,43,6,193,1,4e+05,"8501",47,1,3,0,4,2,"41312"
"191608",2025,1,43,6,193,1,0,"",13,3,0,3,NA,NA,""
"191609",2025,1,43,6,193,1,0,"",9,4,0,3,NA,NA,""
"191610",2025,1,44,17,196,1,5e+05,"4502",63,1,2,0,2,2,"82113"
"191611",2025,1,44,17,206,1,8e+05,"6200",44,1,2,0,2,2,"92132"
"191612",2025,1,44,17,238,1,350000,"4000",76,1,3,0,2,2,"72313"
"191613",2025,1,44,17,224,1,1200000,"4504",26,1,3,0,3,2,"30332"
"191614",2025,1,44,17,224,2,420000,"9602",27,1,3,0,2,1,"57323"
"191615",2025,1,44,17,189,1,1800000,"900",25,1,3,0,4,2,"35331"
"191616",2025,1,43,5,673,2,0,"",53,3,0,4,NA,NA,""
"191617",2025,1,42,27,394,1,250000,"2500",68,1,2,0,2,2,"80113"
"191618",2025,1,42,27,394,2,1200000,"8501",35,1,3,0,2,2,"10312"
"191619",2025,1,42,27,394,2,0,"",34,2,3,0,NA,NA,""
"191620",2025,1,42,27,394,2,0,"",16,3,0,3,NA,NA,""
"191621",2025,1,42,27,394,2,0,"",10,3,0,3,NA,NA,""
"191622",2025,1,42,27,394,1,0,"",10,3,0,3,NA,NA,""
"191623",2025,1,1,33,2908,1,0,"",15,3,0,3,NA,NA,""
"191624",2025,1,1,33,2908,1,0,"",11,3,0,3,NA,NA,""
"191625",2025,1,1,33,1834,2,0,"",80,3,0,4,NA,NA,""
"191626",2025,1,1,33,1535,1,0,"",63,3,0,2,NA,NA,""
"191627",2025,1,1,33,1535,2,7e+05,"5900",34,1,3,0,2,2,"80202"
"191628",2025,1,1,33,1535,2,1e+06,"6900",30,1,3,0,4,2,"20333"
"191629",2025,1,1,33,1714,1,-9,"5300",61,1,2,0,1,1,"30112"
"191630",2025,1,1,33,1714,2,-9,"3200",62,1,2,0,1,1,"80123"
"191631",2025,1,1,33,1714,2,-9,"6400",22,1,3,0,2,2,"81332"
"191632",2025,1,43,34,755,2,0,"4803",71,1,4,0,2,2,"30333"
"191633",2025,1,43,34,755,1,0,"4803",75,1,4,0,2,2,"32313"
"191634",2025,1,40,22,98,1,0,"",66,3,0,1,NA,NA,""
"191635",2025,1,40,22,98,1,3e+05,"4807",27,1,3,0,2,2,"30314"
"191636",2025,1,40,22,99,2,0,"",60,3,0,1,NA,NA,""
"191637",2025,1,43,3,508,1,0,"",67,3,0,1,NA,NA,""
"191638",2025,1,43,3,582,1,-9,"2009",58,1,3,0,2,2,"30333"
"191639",2025,1,41,12,397,1,5e+05,"4903",51,1,3,0,2,2,"34323"
"191640",2025,1,41,12,397,2,350000,"8101",50,1,3,0,2,2,"56314"
"191641",2025,1,41,12,397,1,0,"",22,2,0,0,NA,NA,""
"191642",2025,1,41,12,397,2,0,"",20,3,0,3,NA,NA,""
"191643",2025,1,41,12,424,1,344000,"8101",26,1,3,0,4,2,"56314"
"191644",2025,1,41,12,424,2,170000,"9301",24,1,3,0,4,2,"51312"
"191645",2025,1,41,12,424,2,0,"",5,4,0,5,NA,NA,""
"191646",2025,1,1,33,1141,2,0,"",70,3,0,1,NA,NA,""
"191647",2025,1,1,33,1141,1,0,"",71,3,0,1,NA,NA,""
"191648",2025,1,1,33,1141,1,0,"",45,3,0,6,NA,NA,""
"191649",2025,1,41,7,416,2,2e+05,"4803",26,1,3,0,3,2,"20333"
"191650",2025,1,41,7,416,1,0,"",1,4,0,5,NA,NA,""
"191651",2025,1,1,33,408,1,0,"",65,3,0,1,NA,NA,""
"191652",2025,1,1,33,408,2,0,"",60,3,0,4,NA,NA,""
"191653",2025,1,43,34,195,1,-9,"4901",60,1,3,0,2,2,"34323"
"191654",2025,1,43,34,195,2,-9,"8600",45,1,2,0,1,2,"40131"
"191655",2025,1,43,34,1045,1,-9,"6900",30,1,2,0,2,2,"11131"
"191656",2025,1,43,34,1045,2,-9,"7900",30,1,2,0,2,2,"30132"
"191657",2025,1,43,34,884,1,0,"",59,3,0,1,NA,NA,""
"191658",2025,1,1,33,3473,1,720000,"5300",32,1,3,0,2,2,"35323"
"191659",2025,1,1,33,3473,1,0,"",10,3,0,3,NA,NA,""
"191660",2025,1,43,38,152,1,0,"",66,3,0,1,NA,NA,""
"191661",2025,1,43,38,152,2,0,"",63,3,0,4,NA,NA,""
"191662",2025,1,42,10,526,1,6e+05,"5601",24,1,3,0,3,2,"72313"
"191663",2025,1,42,10,526,2,6e+05,"5601",22,1,3,0,3,2,"53313"
"191664",2025,1,42,10,579,2,1e+05,"4807",61,1,2,0,3,2,"30113"
"191665",2025,1,42,10,555,1,0,"",14,3,0,3,NA,NA,""
"191666",2025,1,42,10,555,1,0,"",11,3,0,3,NA,NA,""
"191667",2025,1,42,26,160,1,0,"",66,3,0,1,NA,NA,""
"191668",2025,1,42,26,160,2,0,"",25,2,3,0,NA,NA,""
"191669",2025,1,42,26,160,1,8e+05,"4502",39,1,1,0,3,2,"5002"
"191670",2025,1,42,26,258,1,2e+05,"4803",23,1,3,0,3,2,"36314"
"191671",2025,1,1,33,2093,2,0,"",87,3,0,1,NA,NA,""
"191672",2025,1,1,33,2093,2,78000,"6500",59,1,3,0,1,2,"10313"
"191673",2025,1,1,33,2040,2,930000,"8401",23,1,3,0,2,2,"11313"
"191674",2025,1,1,33,2990,1,160000,"9700",54,1,3,0,2,2,"55314"
"191675",2025,1,44,91,229,1,1500000,"4000",41,1,3,0,2,2,"72332"
"191676",2025,1,44,91,229,2,0,"",10,3,0,3,NA,NA,""
"191677",2025,1,1,33,537,1,9e+05,"6100",51,1,3,0,2,2,"72313"
"191678",2025,1,1,33,537,2,0,"",47,3,0,4,NA,NA,""
"191679",2025,1,43,38,116,1,-9,"4502",46,1,3,0,3,2,"82314"
"191680",2025,1,43,38,116,1,7e+05,"3501",37,1,3,0,2,2,"80313"
"191681",2025,1,43,38,116,2,0,"",27,3,0,7,NA,NA,""
"191682",2025,1,43,38,116,1,0,"",1,4,0,5,NA,NA,""
"191683",2025,1,43,38,154,2,4e+05,"1009",50,1,1,0,3,2,"5002"
"191684",2025,1,43,38,154,1,2e+06,"4000",48,1,3,0,3,2,"7001"
"191685",2025,1,43,38,154,1,0,"5601",18,1,4,0,2,2,"53323"
"191686",2025,1,43,38,154,2,0,"",82,3,0,1,NA,NA,""
"191687",2025,1,43,38,155,1,2e+06,"2900",54,1,3,0,3,2,"80313"
"191688",2025,1,43,38,155,2,0,"",55,3,0,4,NA,NA,""
"191689",2025,1,43,38,155,1,0,"",18,3,0,3,NA,NA,""
"191690",2025,1,43,38,155,2,0,"",14,3,0,3,NA,NA,""
"191691",2025,1,43,38,148,2,1300000,"8600",54,1,3,0,3,2,"40313"
"191692",2025,1,43,38,246,1,0,"",10,3,0,3,NA,NA,""
"191693",2025,1,42,26,165,1,9e+05,"8501",60,1,3,0,3,2,"41332"
"191694",2025,1,42,26,148,1,1100000,"4807",67,1,3,0,2,2,"31332"
"191695",2025,1,42,26,148,1,0,"",77,3,0,1,NA,NA,""
"191696",2025,1,42,26,148,2,0,"",69,3,0,1,NA,NA,""
"191697",2025,1,42,26,166,2,0,"",71,3,0,1,NA,NA,""
"191698",2025,1,42,26,193,1,0,"",20,3,0,3,NA,NA,""
"191699",2025,1,42,26,193,2,4e+05,"4807",52,1,2,0,2,2,"31113"
"191700",2025,1,42,26,193,1,150000,"5601",28,1,3,0,1,2,"80323"
"191701",2025,1,42,26,131,1,9e+05,"2500",30,1,3,0,3,2,"90313"
"191702",2025,1,42,26,131,2,150000,"9602",27,1,2,0,1,1,"57113"
"191703",2025,1,42,26,173,1,80000,"4000",59,1,2,0,1,1,"72113"
"191704",2025,1,43,4,765,2,0,"",60,3,0,1,NA,NA,""
"191705",2025,1,43,4,765,1,-9,"9999",65,1,3,0,2,2,"30339"
"191706",2025,1,43,4,711,1,0,"",73,3,0,1,NA,NA,""
"191707",2025,1,43,38,243,1,0,"",70,3,0,1,NA,NA,""
"191708",2025,1,43,38,243,2,0,"",68,3,0,4,NA,NA,""
"191709",2025,1,43,38,267,2,0,"",39,2,0,0,NA,NA,""
"191710",2025,1,43,38,267,1,-9,"2500",45,1,3,0,2,2,"80313"
"191711",2025,1,43,38,267,2,0,"",10,3,0,3,NA,NA,""
"191712",2025,1,43,38,267,2,0,"",14,3,0,3,NA,NA,""
"191713",2025,1,43,38,46,1,1200000,"2900",45,1,3,0,2,2,"56314"
"191714",2025,1,43,38,46,2,0,"",44,3,0,4,NA,NA,""
"191715",2025,1,43,38,46,2,0,"",15,3,0,3,NA,NA,""
"191716",2025,1,1,33,3838,1,0,"",72,3,0,1,NA,NA,""
"191717",2025,1,1,33,3838,1,-9,"2009",44,1,3,0,3,2,"80323"
"191718",2025,1,1,33,3838,2,0,"",39,3,0,4,NA,NA,""
"191719",2025,1,1,33,3838,1,0,"",23,2,3,0,NA,NA,""
"191720",2025,1,1,33,3838,1,0,"",20,3,0,3,NA,NA,""
"191721",2025,1,1,33,3838,2,0,"",70,3,0,7,NA,NA,""
"191722",2025,1,43,6,177,1,1e+06,"8401",34,1,3,0,3,2,"48313"
"191723",2025,1,43,6,177,2,65000,"8600",31,1,3,0,1,2,"40312"
"191724",2025,1,43,6,177,2,0,"",6,4,0,3,NA,NA,""
"191725",2025,1,41,7,399,2,1e+06,"8501",51,1,3,0,4,2,"41312"
"191726",2025,1,41,7,399,1,0,"",16,3,0,3,NA,NA,""
"191727",2025,1,41,7,267,2,6e+05,"8600",34,1,3,0,3,2,"40331"
"191728",2025,1,41,7,267,1,-9,"6400",41,1,3,0,3,2,"10333"
"191729",2025,1,41,7,267,2,0,"",69,3,0,1,NA,NA,""
"191730",2025,1,43,4,984,2,-9,"1300",52,1,3,0,2,2,"80313"
"191731",2025,1,43,4,984,1,0,"",18,3,0,3,NA,NA,""
"191732",2025,1,43,4,984,1,-9,"7900",50,1,3,0,2,2,"54313"
"191733",2025,1,43,4,667,2,150000,"9700",67,1,3,0,2,2,"57314"
"191734",2025,1,43,4,757,1,1e+06,"4503",39,1,3,0,2,2,"34323"
"191735",2025,1,42,27,394,2,0,"",4,4,0,5,NA,NA,""
"191736",2025,1,42,27,422,1,0,"",71,3,0,1,NA,NA,""
"191737",2025,1,42,27,422,2,5e+05,"1009",32,1,2,0,1,1,"30113"
"191738",2025,1,42,27,422,2,0,"",9,4,0,3,NA,NA,""
"191739",2025,1,42,27,422,2,0,"",4,4,0,5,NA,NA,""
"191740",2025,1,42,27,265,1,0,"",73,3,0,1,NA,NA,""
"191741",2025,1,42,27,265,2,0,"",69,3,0,4,NA,NA,""
"191742",2025,1,42,27,404,1,-9,"7100",72,1,2,0,2,2,"43131"
"191743",2025,1,42,27,404,2,0,"",64,3,0,1,NA,NA,""
"191744",2025,1,42,27,404,1,1500000,"5601",27,1,2,0,3,1,"53113"
"191745",2025,1,42,27,80,2,0,"",65,3,0,1,NA,NA,""
"191746",2025,1,42,27,80,1,4e+05,"5300",24,1,3,0,2,2,"32333"
"191747",2025,1,42,27,100,2,0,"",60,3,0,4,NA,NA,""
"191748",2025,1,42,27,100,1,60000,"4502",19,1,3,0,2,2,"56314"
"191749",2025,1,40,22,99,1,0,"",69,3,0,1,NA,NA,""
"191750",2025,1,40,22,99,1,0,"",55,3,0,4,NA,NA,""
"191751",2025,1,40,22,116,1,0,"",67,3,0,1,NA,NA,""
"191752",2025,1,41,8,162,1,3e+05,"4000",30,1,2,0,2,2,"72113"
"191753",2025,1,41,8,284,1,5e+05,"8401",60,1,3,0,2,2,"10201"
"191754",2025,1,41,8,284,2,0,"",64,3,0,4,NA,NA,""
"191755",2025,1,41,8,284,2,-9,"8401",32,1,3,0,2,2,"11331"
"191756",2025,1,44,91,145,2,1e+06,"8501",50,1,3,0,4,2,"56313"
"191757",2025,1,44,91,145,2,0,"",20,3,0,3,NA,NA,""
"191758",2025,1,44,91,192,2,9e+05,"8600",57,1,3,0,3,2,"56314"
"191759",2025,1,44,91,192,1,1020000,"8000",36,1,3,0,3,2,"44312"
"191760",2025,1,44,91,192,2,0,"",32,3,0,4,NA,NA,""
"191761",2025,1,44,91,192,2,0,"",4,4,0,5,NA,NA,""
"191762",2025,1,44,91,192,2,0,"",33,3,0,4,NA,NA,""
"191763",2025,1,41,7,551,2,0,"",30,3,0,4,NA,NA,""
"191764",2025,1,41,7,551,1,0,"",11,3,0,3,NA,NA,""
"191765",2025,1,41,7,551,1,0,"",11,3,0,3,NA,NA,""
"191766",2025,1,41,7,551,2,0,"",4,4,0,5,NA,NA,""
"191767",2025,1,41,8,451,2,0,"",96,3,0,1,NA,NA,""
"191768",2025,1,40,23,318,2,550000,"1009",30,1,3,0,3,2,"80313"
"191769",2025,1,40,23,318,1,0,"",11,3,0,3,NA,NA,""
"191770",2025,1,40,23,260,1,1500000,"6100",42,1,3,0,3,2,"45323"
"191771",2025,1,40,23,260,2,0,"",46,3,0,4,NA,NA,""
"191772",2025,1,40,23,260,2,80000,"9602",22,1,2,0,2,2,"57113"
"191773",2025,1,40,23,260,2,0,"",16,3,0,3,NA,NA,""
"191774",2025,1,40,23,260,1,0,"",6,4,0,3,NA,NA,""
"191775",2025,1,40,23,438,2,0,"",68,3,0,1,NA,NA,""
"191776",2025,1,40,23,438,1,0,"",68,3,0,1,NA,NA,""
"191777",2025,1,40,23,438,2,0,"",32,3,0,4,NA,NA,""
"191778",2025,1,42,10,579,1,6e+05,"4000",29,1,3,0,2,2,"72313"
"191779",2025,1,42,10,424,2,0,"",65,3,0,4,NA,NA,""
"191780",2025,1,42,10,424,2,1100000,"6100",19,1,3,0,2,2,"41332"
"191781",2025,1,42,10,424,2,0,"",9,4,0,3,NA,NA,""
"191782",2025,1,42,10,693,1,480000,"9302",40,1,3,0,3,1,"53313"
"191783",2025,1,42,10,693,2,0,"",7,4,0,3,NA,NA,""
"191784",2025,1,42,10,516,2,2380000,"6100",40,1,3,0,2,2,"7001"
"191785",2025,1,42,10,516,1,0,"",20,3,0,3,NA,NA,""
"191786",2025,1,42,10,516,2,0,"",19,3,0,3,NA,NA,""
"191787",2025,1,42,10,516,1,0,"",13,3,0,3,NA,NA,""
"191788",2025,1,42,10,579,1,1e+06,"6900",26,1,3,0,2,2,"20331"
"191789",2025,1,42,10,579,1,8e+05,"2309",64,1,3,0,2,2,"80313"
"191790",2025,1,42,10,513,1,1100000,"5601",32,1,3,0,3,2,"30333"
"191791",2025,1,42,10,513,2,0,"",73,3,0,6,NA,NA,""
"191792",2025,1,1,33,537,2,0,"",25,2,3,0,NA,NA,""
"191793",2025,1,1,33,572,1,0,"",58,3,0,4,NA,NA,""
"191794",2025,1,1,33,572,2,0,"",56,3,0,4,NA,NA,""
"191795",2025,1,1,33,572,1,-9,"5601",24,1,3,0,3,1,"32314"
"191796",2025,1,1,33,572,2,5e+05,"5202",22,1,3,0,2,2,"56314"
"191797",2025,1,1,33,572,1,0,"",14,3,0,3,NA,NA,""
"191798",2025,1,1,33,572,1,0,"",12,3,0,3,NA,NA,""
"191799",2025,1,43,36,124,1,0,"",79,3,0,1,NA,NA,""
"191800",2025,1,43,36,124,2,1200000,"8401",66,1,3,0,4,2,"48333"
"191801",2025,1,43,4,657,2,0,"",63,3,0,1,NA,NA,""
"191802",2025,1,43,4,657,2,7e+05,"8501",38,1,3,0,4,2,"41332"
"191803",2025,1,43,4,657,1,0,"",7,4,0,3,NA,NA,""
"191804",2025,1,43,4,916,2,850000,"8501",29,1,3,0,4,2,"41332"
"191805",2025,1,43,4,916,1,850000,"3200",35,1,3,0,2,2,"80313"
"191806",2025,1,43,38,246,1,0,"",8,4,0,3,NA,NA,""
"191807",2025,1,43,38,246,1,0,"",3,4,0,5,NA,NA,""
"191808",2025,1,43,38,246,1,750000,"9401",35,1,3,0,3,2,"30333"
"191809",2025,1,43,38,246,2,50000,"9700",32,1,3,0,2,2,"55314"
